City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
288,Linxia,CN,35.6003,103.2064,15.75,82,100,3.65,overcast clouds
289,Guangyuan,CN,32.442,105.823,38.37,84,100,5.32,overcast clouds
290,Ikom,NG,5.9667,8.7063,67.57,44,2,0.31,clear sky
291,Buta,CD,2.7858,24.73,64.58,48,93,1.21,overcast clouds
292,Casas Grandes,MX,30.3667,-107.95,41.9,28,0,2.17,clear sky
293,Deniliquin,AU,-35.5333,144.9667,82.0,23,40,10.69,scattered clouds
294,Upernavik,GL,72.7868,-56.1549,-1.43,97,100,3.06,overcast clouds
295,Luorong,CN,24.4058,109.6086,48.79,76,100,5.93,light rain
296,Rosarito,MX,32.3333,-117.0333,60.42,37,2,7.23,clear sky
297,Pevek,RU,69.7008,170.3133,-26.82,99,29,2.35,scattered clouds
298,Lethem,GY,3.3803,-59.7968,76.55,81,100,8.48,overcast clouds
299,Zheleznogorsk,RU,52.331,35.3711,29.8,96,99,13.02,snow
300,Sinnamary,GF,5.3833,-52.95,76.57,89,100,9.17,overcast clouds
301,San Carlos De Bariloche,AR,-41.1456,-71.3082,56.25,62,0,4.61,clear sky
302,Belyy Yar,RU,53.6039,91.3903,-11.31,77,78,0.0,smoke
303,Atar,MR,20.5169,-13.0499,68.7,11,0,4.99,clear sky
304,Svay Rieng,KH,11.0879,105.7993,83.98,47,11,7.92,few clouds
305,Waitara,NZ,-38.925,174.25,64.22,93,100,21.07,light rain
306,Tutoia,BR,-2.7619,-42.2744,80.58,82,100,11.65,overcast clouds
307,Bam,IR,29.106,58.357,49.89,47,35,5.73,scattered clouds
308,San Patricio,US,28.017,-97.5169,44.83,59,0,6.73,clear sky
309,Saskylakh,RU,71.9167,114.0833,-30.35,100,97,3.02,overcast clouds
310,Half Moon Bay,US,37.4636,-122.4286,58.32,60,0,0.0,clear sky
311,Eyl,SO,7.9803,49.8164,69.94,81,43,6.26,scattered clouds
312,Harlingen,US,26.1906,-97.6961,47.19,67,0,0.0,clear sky
313,Arman,RU,59.7,150.1667,14.02,72,27,10.42,scattered clouds
